name,bmag,ks_mag,ks_mag_flag,distance,fuv_mag,halpha_mag,log_mass_26,log_h1_mass,ha_sfr,fuv_sfr,ra_deg,dec_deg,ebv_sfd,gal_b,low_gal_lat,A_B,A_Ks,bmag_dered,ks_mag_dered,BK_obs,BK_dered,deredden_suspect,high_foreground,very_blue
NGC4460,12.26,9.06,,9.59,15.68,15.66,9.31,8.08,0.1656438286415419,0.0245661309297669,187.1898208333333,44.864236111111104,0.019116239622235298,71.69251775260206,False,0.0693154848702252,0.005849569324404001,12.190684515129774,9.054150430675596,3.1999999999999993,3.136534084454178,False,False,False
NGC3741,14.38,12.26,,3.03,15.33,17.39,8.37,7.88,0.0033606501407997,0.0033852036840286,174.023974,45.284155,0.024532506242394447,66.44536320371868,False,0.08895486763492226,0.007506946910172701,14.29104513236508,12.252493053089827,2.120000000000001,2.0385520792752523,False,False,False
DDO120,13.55,10.77,,7.06,16.2,23.49,8.15,8.01,6.624413718221288e-05,0.0082472460186304,185.31254,45.81134,0.011759956367313862,70.37845059215778,False,0.04264160178788006,0.0035985466483980416,13.507358398212121,10.766401453351602,2.780000000000001,2.7409569448605193,False,False,False
DDO168,12.97,11.11,,4.33,14.66,17.31,8.55,8.35,0.0073877780321172,0.0128137232690259,198.616656,45.919762,0.015147904865443707,70.66070768473136,False,0.054926303042098876,0.004635258888825774,12.915073696957903,11.105364741111174,1.8600000000000012,1.8097089558467285,False,False,False
NGC4248,13.14,10.59,,7.4,16.99,18.01,8.9,7.79,0.0113240423587317,0.0043768633456677,184.45767910452,47.40919033134,0.01944931223988533,68.67619122912653,False,0.0705232061818242,0.005951489545404911,13.069476793818176,10.584048510454595,2.5500000000000007,2.4854282833635803,False,False,False
DDO169,14.46,12.17,,4.41,15.79,18.81,8.22,7.75,0.0019249312572785,0.0046943636226991,198.873972,47.499636,0.009392299689352512,69.09064595742672,False,0.03405647867359221,0.002874043704941869,14.425943521326408,12.167125956295058,2.290000000000001,2.2588175650313502,False,False,False
KKH38,17.4,14.68,C,19.3,,,8.83,8.74,,,101.97867,47.51389,0.09243036061525345,19.088045536184165,False,0.335152487590909,0.028283690348267554,17.064847512409088,14.651716309651732,2.719999999999999,2.4131312027573557,False,False,False
UGC07639,14.13,11.73,C,7.14,16.25,20.46,8.11,7.62,0.0011039120380561,0.0080555643522469,187.4725,47.53111,0.011711870320141315,69.16532181472293,False,0.04246724178083241,0.0035838323179632424,14.087532758219169,11.726416167682038,2.4000000000000004,2.361116590537131,False,False,False
UGC02773,15.0,9.77,,5.4,,15.94,8.94,8.23,0.0405812635664333,,53.03050416666667,47.79405277777778,0.5675297975540161,-6.840124680386737,True,2.0578630459308624,0.17366411805152893,12.942136954069138,9.596335881948471,5.23,3.3458010721206666,True,True,False
NGC5229,14.33,11.67,,8.0,15.88,17.51,9.41,8.47,0.0209757751883069,0.0142193427180389,203.5117958333333,47.91546666666666,0.017985546961426735,67.61195229285823,False,0.06521559328213333,0.005503577370196581,14.264784406717867,11.664496422629803,2.66,2.600287984088064,False,False,False
NGC0185,9.99,6.56,,0.61,,20.17,8.14,5.02,1.0524408962858605e-05,,9.74141667751,48.33750996518,0.18405278027057648,-14.482402856898105,False,0.6673753812611103,0.0563201507627964,9.32262461873889,6.503679849237203,3.4300000000000006,2.8189447695016874,False,False,False
UGCA281,15.14,12.51,,5.68,15.29,15.85,8.15,7.76,0.0487792049150779,0.0123423034330446,186.56539,48.49397999999999,0.014716359786689281,68.0819629890868,False,0.05336152058653533,0.00450320609472692,15.086638479413466,12.505496793905273,2.630000000000001,2.581141685508193,False,False,False
UGC03501,16.7,13.89,C,15.5,17.99,,8.62,8.31,,0.0076447439546559,99.65945833333332,49.25886111111111,0.11574221402406693,18.243713831250982,False,0.41968126805126665,0.03541711749136448,16.280318731948732,13.854582882508636,2.8099999999999987,2.4257358494400965,False,False,False
UGC04932,15.17,13.15,,20.6,17.06,,9.5,8.72,,0.0318005029368377,139.89450876673,51.10811379294,0.017589878290891647,43.746008694623775,False,0.0637808986827731,0.005382502757012844,15.106219101317226,13.144617497242988,2.0199999999999996,1.9616016040742377,False,False,False
NGC4707,13.43,11.73,,5.8,15.16,17.66,8.9,7.95,0.0096027148518503,0.0145062625977178,192.090277,51.164946,0.011093189008533955,65.95623298057804,False,0.04022390334494412,0.0033945158366113903,13.389776096655055,11.72660548416339,1.6999999999999993,1.6631706124916654,False,False,False
UGC07267,14.79,11.94,C,12.9,16.5,18.79,9.4,8.58,0.0167771221432274,0.0208871395545873,183.848551,51.349897,0.02437656745314598,64.83744518382815,False,0.08838943358510733,0.00745922964066267,14.701610566414892,11.932540770359337,2.8499999999999996,2.7690697960555557,False,False,False
UGC05047,16.0,13.0,C,19.68,,,9.35,8.12,,,142.206875,51.5605,0.01468812208622694,45.06890215471611,False,0.05325913068465888,0.0044945653583854436,15.946740869315342,12.995505434641615,3.0,2.951235434673727,False,False,False
UGC07950,14.6,12.12,,8.9,15.35,18.36,8.65,8.05,0.0118663747348928,0.0286734242878845,191.7351083333333,51.61300000000001,0.015088560990989208,65.50054586468505,False,0.054711122153326866,0.004617099663242697,14.545288877846673,12.115382900336757,2.4800000000000004,2.4299059775099163,False,False,False
NGC5238,13.55,11.5,,4.51,15.3,17.01,8.28,7.42,0.0105655261564069,0.0077099689951883,203.6771445617,51.61365787936,0.009926886297762394,64.19042225403119,False,0.03599488971568644,0.0030376272071152926,13.514005110284314,11.496962372792884,2.0500000000000007,2.0170427374914297,False,False,False
NGC4068,13.19,10.76,C,4.31,14.46,16.61,8.41,8.06,0.0139473784760804,0.0152634984932321,181.013605,52.590569,0.021674523130059242,63.04384800960007,False,0.0785918208695948,0.006632404077798128,13.111408179130406,10.753367595922201,2.4299999999999997,2.3580405832082043,False,False,False
DDO092,15.6,13.2,C,9.9,16.05,,8.5,8.32,,0.0186195824268939,168.357546,53.594358,0.011181902140378952,57.955012740863715,False,0.040545577161014076,0.0034216620549559593,15.559454422838986,13.196578337945043,2.4000000000000004,2.3628760848939425,False,False,False
NGC5474,11.48,9.48,,7.2,13.0,15.47,9.12,9.04,0.1112251598606855,0.163442328423817,211.2567,53.66220833333333,0.010532130487263203,60.19443877351903,False,0.03818950514681637,0.00322283192910254,11.441810494853184,9.476777168070898,2.0,1.9650333267822866,False,False,False
HolmIV,13.76,11.04,,7.21,,17.35,9.08,8.35,0.0197427922344504,,208.69083,53.90331,0.014594824984669685,60.796625547853814,False,0.05292083539441228,0.004466016445308924,13.707079164605588,11.035533983554691,2.7200000000000006,2.671545181050897,False,False,False
KDG192,16.6,14.2,C,7.45,17.47,,8.52,7.88,,0.0028510976578171,190.936721,53.958793,0.01431167870759964,63.13205773461621,False,0.051894146993756295,0.00437937368452549,16.548105853006245,14.195620626315474,2.400000000000002,2.3524852266907708,False,False,False
NGC5477,14.19,11.79,C,7.7,14.97,17.04,8.71,8.71,0.0299584607723379,0.0304565704485345,211.388824,54.460515,0.010930671356618404,59.490116229753276,False,0.03963461433909833,0.0033447854351252317,14.150365385660901,11.786655214564874,2.4000000000000004,2.3637101710960273,False,False,False
NGC3738,11.87,9.61,,4.9,13.87,15.88,9.06,8.0,0.0353126415326245,0.0339696997206211,173.954091,54.523528,0.010314789600670338,59.31540901367875,False,0.03740142709203064,0.0031563256178051232,11.832598572907969,9.606843674382194,2.26,2.225754898525775,False,False,False
KKH11,16.2,11.74,,3.0,,19.11,8.61,7.66,0.0006757414434931,,36.14171,56.0113,0.4860645532608032,-4.527476639687639,True,1.7624700701236724,0.14873575329780578,14.437529929876327,11.591264246702194,4.459999999999999,2.846265683174133,True,True,False
Cepheus1,15.4,9.05,C,6.0,,19.31,9.46,9.05,0.0022482290053207,,312.79417,56.89028,0.9166582822799683,8.010155732653597,True,3.323802931547165,0.2804974343776703,12.076197068452835,8.76950256562233,6.35,3.3066945028305046,True,True,False
DDO194,14.52,11.87,C,8.02,16.81,21.03,8.94,8.11,0.0008239232957052,0.0060680378963789,218.85032,57.255901,0.011893322691321373,54.70858206418119,False,0.043125188078731294,0.00363935674354434,14.476874811921268,11.866360643256455,2.6500000000000004,2.610514168664814,False,False,False
KKR59,15.7,9.57,C,5.89,,18.25,9.07,,0.0057513346092745,,315.85083,57.28722,0.8760731220245361,6.993904511076791,True,3.176641140460968,0.26807837533950807,12.523358859539032,9.301921624660492,6.129999999999999,3.2214372348785396,True,True,False
KKH12,17.8,11.79,,3.0,,19.13,8.14,7.23,0.0006634077721627,,36.86209,57.48786,0.8060926198959351,-3.007346754266623,True,2.9228918397426606,0.24666434168815612,14.87710816025734,11.543335658311843,6.010000000000002,3.3337725019454965,True,True,False
DDO123,14.5,11.85,C,10.5,,,9.19,8.88,,,186.53278,58.317204,0.011500874534249306,58.49749470172466,False,0.04170217106118798,0.0035192676074802874,14.458297828938813,11.84648073239252,2.6500000000000004,2.611817096546293,False,False,False
NGC5204,11.73,9.51,,4.66,13.02,15.01,9.49,8.6,0.0711721161998751,0.0672158014321489,202.40211666666664,58.41873055555556,0.012510959059000015,58.00513548747067,False,0.045364737547934054,0.0038283534720540044,11.684635262452066,9.506171646527946,2.2200000000000006,2.1784636159241195,False,False,False
Dw2,17.97,10.22,,3.0,,20.16,8.75,8.01,0.0002569097314704,,43.53528,59.0053,1.1798110008239746,-0.18902545321687428,True,4.277994688987731,0.36102216625213623,13.692005311012267,9.858977833747865,7.749999999999998,3.8330274772644017,True,True,False
IC0010,11.78,6.51,,0.66,,12.38,8.9,8.0,0.0160925888950979,,5.07223,59.3037911111111,1.5675846338272095,-3.3274638101592386,True,5.684061882257462,0.4796808979511261,6.095938117742538,6.030319102048874,5.27,0.06561901569366402,True,True,True
MB1,17.8,10.46,,3.0,,19.79,8.04,7.27,0.0003612272918588,,38.90125,59.37847,0.9725320339202881,-0.854133138832463,True,3.5264011549949643,0.29759480237960817,14.273598845005036,10.162405197620393,7.34,4.111193647384644,True,True,False
KK251,16.5,12.98,C,5.89,,20.13,8.32,8.05,0.0010180488914157,,,,,,False,,,,,3.5199999999999996,,False,False,False
UGC11583,15.9,12.3,C,5.89,,20.2,8.98,8.27,0.0009544839617844,,307.56375,60.44028000000001,0.3064304292201996,12.306201379738125,False,1.1111167363524437,0.09376771134138107,14.788883263647557,12.206232288658619,3.5999999999999996,2.5826509749889386,False,True,False
KK252,16.7,12.57,C,5.89,,20.85,8.73,7.04,0.0005245279504421,,,,,,False,,,,,4.129999999999999,,False,False,False
UGCA092,15.22,11.0,,3.01,,17.11,8.41,8.17,0.0042921119096464,,68.0159858,63.61423419999999,0.7855365872383118,10.515656949882603,False,2.8483556653261184,0.2403741956949234,12.371644334673881,10.759625804305077,4.220000000000001,1.612018530368804,False,True,False
NGC1569,11.79,7.5,,3.06,15.6,12.84,9.23,8.27,0.2264544705466828,0.0026924174758233,67.70494166666667,64.84792222222222,0.6938959360122681,11.241802907072387,False,2.516066663980484,0.21233215641975403,9.273933336019516,7.2876678435802456,4.289999999999999,1.9862654924392702,False,True,False
DDO087,15.15,11.86,,7.45,16.48,19.41,9.15,8.24,0.0031611899404316,0.007095975270796,162.401718,65.533631,0.010840735398232937,47.11911447640844,False,0.03930850655399263,0.0033172650318592785,15.110691493446009,11.85668273496814,3.290000000000001,3.254008758477868,False,False,False
UGC07242,14.6,12.18,C,5.42,16.2,19.42,8.26,7.68,0.0016578171147467,0.0048606922040481,183.535,66.09472,0.018710123375058174,50.60137193338477,False,0.06784290735796093,0.005725297752767801,14.53215709264204,12.174274702247232,2.42,2.357882390394808,False,False,False
UGC09992,15.4,12.9,C,7.3,16.62,19.06,8.35,8.02,0.0041897080960328,0.0059888752689177,235.44939,67.25426,0.036615002900362015,42.36561356791972,False,0.13276600051671267,0.011204190887510776,15.267233999483288,12.888795809112489,2.5,2.378438190370799,False,False,False
DDO165,13.31,11.14,,4.57,14.7,18.74,8.41,8.04,0.0022048063239461,0.0137572600897358,196.60354,67.70694,0.023750342428684235,49.35788541974029,False,0.08611874164640904,0.007267604783177376,13.223881258353591,11.132732395216824,2.17,2.091148863136768,False,False,False
NGC2976,11.01,7.53,,3.56,13.77,14.45,9.15,8.03,0.0695725692434632,0.0196607256852813,146.81440833333332,67.91638055555556,0.07124429196119308,40.90250955194637,False,0.25833180265128614,0.021800753340125083,10.751668197348714,7.508199246659875,3.4799999999999995,3.243468950688839,False,False,False
UGC04998,15.0,11.11,,8.24,18.44,19.54,9.01,7.04,0.0034307768361205,0.0014274272102845,141.29548024393,68.38310218096,0.057585231959819794,38.88291371965623,False,0.20880405108630656,0.017621080979704856,14.791195948913693,11.092378919020295,3.8900000000000006,3.698817029893398,False,False,False
NGC3077,10.62,7.32,,3.82,14.19,14.55,9.33,8.79,0.0730574940858284,0.0153753947119953,150.8295689628838,68.7337656017127,0.06695523113012314,41.65996063652871,False,0.2427796680778265,0.02048830072581768,10.377220331922173,7.299511699274182,3.299999999999999,3.0777086326479903,False,False,False
Cas1,15.29,9.34,,3.3,,17.16,8.73,8.11,0.0049268112622624,,31.51428,68.99876,1.0187227725982666,7.093571706191276,True,3.6938887734413144,0.3117291684150696,11.596111226558685,9.02827083158493,5.949999999999999,2.5678403949737554,True,True,False
HolmIX,14.53,11.86,C,3.61,15.63,19.04,8.53,8.4,0.0010436441655998,0.0036451378058954,149.3869298,69.0474263,0.07867118716239929,41.055659907180654,False,0.2852617246508598,0.02407338327169418,14.244738275349139,11.835926616728305,2.67,2.4088116586208344,False,False,False
NGC2366,11.68,9.14,C,3.19,12.74,13.89,9.16,8.61,0.0935662904906894,0.0407643868120259,112.2185538,69.2107941,0.036491747945547104,28.533033744318484,False,0.1323190780505538,0.011166474871337413,11.547680921949446,9.128833525128663,2.539999999999999,2.4188473968207838,False,False,False
A0952+69,16.8,14.11,C,3.87,18.02,20.0,8.05,7.0,0.0004954045326459,0.0004635765700552,,,,,False,,,,,2.6900000000000013,,False,False,False
UGC05423,14.42,11.99,,8.71,17.23,18.35,8.18,7.84,0.0114702888799282,0.004861114580155,151.376876,70.36428480555556,0.08127152174711227,40.8073887054244,False,0.2946905378550291,0.024869085654616357,14.12530946214497,11.965130914345384,2.4299999999999997,2.160178547799587,False,False,False
HolmII,11.1,8.0,,3.39,12.55,14.47,9.4,8.61,0.0619351854272382,0.054840189173411,124.77006,70.71992,0.03183639794588089,32.68823744244739,False,0.1154387789517641,0.009741937771439552,10.984561221048235,7.990258062228561,3.0999999999999996,2.9943031588196742,False,False,False
CamA,14.84,11.64,C,3.93,20.08,19.35,8.18,8.22,0.0009296578621871,7.169430326667786e-05,66.33621,72.80813,0.220109224319458,16.203695163105042,False,0.7981160473823548,0.06735342264175415,14.041883952617646,11.572646577358247,3.1999999999999993,2.4692373752593983,False,False,False
